#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents,Languages,SV trend (09-2024 - 08-2026),SV Forecasting trend (09-2026 - 09-2027),Category
603,veterinary doctor website,pk,,,,,,,,40,,,2020-05-22,,,"0, 3, 0, 0, 1, 0, 0, 1, 1, 2, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 2",2,
604,government jobs for veterinary doctor,pk,,,,,,,,20,,,2020-12-11,,,"0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
605,veterinary doctor indore,pk,,,,,,,,,,,2021-09-11,,,"0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
606,national veterinary clinic lahore,pk,,,,,,,,,,,2022-02-19,,,"0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 3, 2, 0, 0, 0, 1, 2, 3, 1, 1, 0, 0",1,
607,veterinary doctor course after 10th,pk,,,,,,,,,,,2021-05-20,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
608,few lines on veterinary doctor,pk,,,,,,,,10,,,2022-11-27,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
609,veterinary doctor india,pk,,,,,,,,50,,,2020-07-29,,,"2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0",2,
610,what is the salary of veterinary doctor per month,pk,,,,,,,,40,,,2023-05-26,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1",2,
611,animal doctor ko kya kahate hain,pk,,,,,,,,70,,,2021-12-31,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 6, 1, 6, 2, 5, 7, 4",6,
612,salary of animal doctor,pk,,,,,,,,10,,,2021-09-27,,,"1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
613,veterinary doctor salary in us per month,pk,,,,,,,,60,,,2021-04-28,,,"11, 8, 3, 6, 4, 13, 1, 3, 2, 2, 6, 1, 2, 3, 3, 1, 6, 4, 7, 7, 2, 2, 0, 0",2,
614,adeel pets clinic lahore,pk,,,,,,,,,,,2019-09-30,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
615,doctor degree in veterinary medicine,pk,,,,,,,,,,,2020-03-20,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
616,asim pets clinic (faisal town) lahore,pk,,,,,,,,,,,2021-09-15,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
617,veterinary doctor recruitment 2021,pk,,,,,,,,,,,2021-05-11,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
618,work of veterinary doctor,pk,,,,,,,,10,,,2022-05-10,,,"1, 0, 1, 2, 0, 0, 1, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0",2,
619,barbie animal doctor,pk,,,,,,,,,,,2020-09-28,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
620,veterinary doctor home service near me,pk,,,,,,,,,,,2025-07-25,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0",1,
621,veterinary doctor in gurugram,pk,,,,,,,,10,,,2023-03-07,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
622,animal doctor in faisalabad,pk,,,,,,,,,,,2017-02-14,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
623,consult veterinary doctor online,pk,,,,,,,,20,,,2021-01-18,,,"0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
624,animal doctor ko kya bolte hai,pk,,,,,,,,10,,,2025-03-18,,,"0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0",2,
625,animal doctor home service,pk,,,,,,,,,,,2022-07-02,,,"0, 0, 0, 0, 1, 0, 3, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 3, 2, 5, 3, 0, 0",2,
626,near by veterinary doctor,pk,,,,,,,,10,,,2022-08-21,,,"0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
627,veterinary doctor letterhead,pk,,,,,,,,,,,2020-09-23,,,"0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0",1,
628,female veterinary doctor,pk,,,,,,,,60,,,2022-09-08,,,"2, 4, 0, 4, 9, 2, 5, 7, 8, 3, 3, 15, 8, 10, 2, 1, 4, 4, 1, 1, 3, 1, 3, 1",3,
629,veterinary doctor salary in canada,pk,,,,,,,,100,,,2020-03-21,,,"5, 3, 2, 3, 2, 2, 1, 7, 4, 11, 10, 2, 4, 6, 4, 1, 3, 2, 3, 4, 1, 2, 2, 4",4,
630,animal doctor drawing,pk,,,,,,,,,,,2021-10-26,,,"1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
631,eligibility for veterinary doctor,pk,,,,,,,,40,,,2023-09-07,,,"0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0",1,
632,gentle doctor animal hospital omaha ne,pk,,,,,,,,,,,2021-01-20,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
633,scope of veterinary doctor in canada,pk,,,,,,,,,,,2019-08-25,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
634,free online veterinary doctor,pk,,,,,,,,,,,2022-03-13,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
635,cat doctor in lahore,pk,,,,,,,,,,,2018-01-27,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
636,veterinary doctor admission 2024,pk,,,,,,,,,,,2024-05-07,,,"13, 4, 3, 4, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
637,veterinary doctor with animals,pk,,,,,,,,40,,,2026-03-03,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 7, 0, 1, 1",2,
638,catizen pets clinic and mart lahore,pk,,,,,,,,,,,2026-04-17,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0",1,
639,waqas pets clinic lahore,pk,,,,,,,,,,,2024-06-29,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
640,animal doctor app,pk,,,,,,,,10,,,2022-01-21,,,"0, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0",1,
641,khyber pets mart and clinic lahore reviews,pk,,,,,,,,,,,2023-06-17,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
642,animal doctor call,pk,,,,,,,,10,,,2021-03-09,,,"1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 1, 3, 9, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2",2,
643,bio for veterinary doctor,pk,,,,,,,,,,,2023-07-19,,,"0, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
644,doctor paul veterinary,pk,,,,,,,,,,,2021-02-12,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
645,india's best veterinary doctor,pk,,,,,,,,10,,,2022-08-17,,,"0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
646,veterinary doctor average salary,pk,,,,,,,,10,,,2018-08-20,,,"0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1",1,
647,any veterinary doctor near me,pk,,,,,,,,10,,,2025-05-07,,,"0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0",1,
648,veterinary doctor salary in u.s. per month,pk,,,,,,,,10,,,2021-12-14,,,"0, 0, 0, 0, 0, 0, 2, 1, 5, 11, 4, 4, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
649,wild animal doctor,pk,,,,,,,,10,,,2021-10-11,,,"0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1",,
650,doctor of veterinary medicine abbreviation,pk,,,,,,,,30,,,2021-05-31,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
651,veterinary doctor synonyms,pk,,,,,,,,,,,2021-06-28,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
652,which exam is required for veterinary doctor,pk,,,,,,,,60,,,2024-01-10,,,"0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0",1,
653,best veterinary doctor in hyderabad,pk,,,,,,,,20,,,2018-10-08,,,"0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
654,pets club and animal hospital cantt lahore,pk,,,,,,,,,,,2024-05-29,,,"0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
655,veterinary doctor symbol image,pk,,,,,,,,,,,2020-09-26,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
656,veterinary doctor is called,pk,,,,,,,,50,,,2022-10-30,,,"4, 5, 4, 1, 2, 1, 2, 0, 1, 0, 6, 1, 2, 0, 1, 1, 2, 3, 1, 5, 3, 3, 4, 2",4,
657,veterinary doctor in multan,pk,,,,,,,,,,,2016-03-28,,,"3, 0, 0, 9, 21, 0, 7, 7, 11, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15, 13, 0",10,
658,degree for animal doctor,pk,,,,,,,,,,,2021-08-29,,,"0, 0, 0, 0, 0, 3, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
659,veterinary cow doctor,pk,,,,,,,,10,,,2021-02-18,,,"0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 1, 1, 1, 2, 1, 2, 0, 1, 1, 0, 0",2,
660,pets and vets clinic lahore,pk,,,,,,,,,,,2017-05-04,,,"4, 2, 4, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 14, 2",11,
661,average salary of veterinary doctor in australia,pk,,,,,,,,10,,,2021-09-26,,,"4, 3, 0, 1, 0, 0, 4, 1, 5, 7, 2, 2, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1",2,
662,veterinary doctor drawing,pk,,,,,,,,,,,2021-08-02,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
663,veterinary doctor images,pk,,,,,,,,150,,,2019-04-04,,,"5, 1, 1, 0, 1, 8, 6, 9, 16, 5, 7, 11, 7, 8, 2, 3, 3, 3, 5, 3, 7, 4, 1, 0",3,
664,the pets' concept (pets clinic) lahore,pk,,,,,,,,,,,2022-08-08,,,"0, 8, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0",1,
665,animal doctor blue hills,pk,,,,,,,,50,,,2022-05-10,,,"0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
666,critter doctor animal hospital,pk,,,,,,,,10,,,2024-03-28,,,"1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
667,surgivet pets clinic lahore,pk,,,,,,,,,,,2016-03-12,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
668,animal doctor veterinarian,pk,,,,,,,,50,,,2020-03-13,,,"0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0",2,
669,review for veterinary doctor,pk,,,,,,,,10,,,2023-03-15,,,"1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 3, 0, 0, 0, 1, 0, 0, 0, 0",1,
670,online veterinary doctor free,pk,,,,,,,,40,,,2016-06-17,,,"2, 4, 2, 3, 1, 1, 1, 1, 2, 4, 1, 3, 6, 1, 0, 0, 0, 0, 1, 0, 4, 3, 0, 0",2,
671,animal doctor kaise bane,pk,,,,,,,,80,,,2020-03-16,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0",1,
672,veterinary doctor near me for birds,pk,,,,,,,,10,,,2022-06-26,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1",1,
673,abid pets clinic lahore,pk,,,,,,,,,,,2025-07-16,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0",1,
674,is neet required for veterinary doctor,pk,,,,,,,,70,,,2021-06-06,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
675,veterinary doctor gujranwala,pk,,,,,,,,,,,2023-06-22,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
676,veterinary doctor id card,pk,,,,,,,,10,,,2021-05-07,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0",2,
677,animal doctor vet,pk,,,,,,,,10,,,2021-03-25,,,"0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 4, 1, 0, 0",1,
678,lady veterinary doctor,pk,,,,,,,,10,,,2020-06-30,,,"2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0",1,
679,veterinary doctor application form 2024,pk,,,,,,,,,,,2024-09-14,,,"2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
680,animal doctor helpline,pk,,,,,,,,,,,2020-07-28,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 11, 2, 0, 0",2,
681,animal doctor games for boy,pk,,,,,,,,,,,2015-09-18,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
682,inspirational veterinary doctor quotes,pk,,,,,,,,,,,2020-02-20,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
683,veterinary doctor qualification,pk,,,,,,,,500,,,2016-02-14,,,"22, 9, 2, 4, 19, 3, 6, 12, 13, 4, 16, 13, 12, 7, 3, 1, 1, 0, 0, 5, 3, 0, 0, 0",1,
684,country doctor veterinary clinic,pk,,,,,,,,10,,,2020-02-19,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
685,veterinary doctor salary in south africa,pk,,,,,,,,10,,,2022-07-12,,,"0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0",1,
686,rana pets clinic lahore,pk,,,,,,,,,,,2022-10-01,,,"0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
687,govt animal hospital in lahore,pk,,,,,,,,,,,2019-04-02,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
688,veterinary doctor pay scale,pk,,,,,,,,10,,,2015-10-22,,,"2, 4, 0, 2, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1",1,
689,name for animal doctor,pk,,,,,,,,20,,,2019-01-16,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1",,
690,pets world pet clinic in lahore,pk,,,,,,,,,,,2020-03-07,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
691,zia veterinary clinic (dha) lahore,pk,,,,,,,,,,,2021-03-05,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
692,goat animal doctor near me,pk,,,,,,,,,,,2025-07-18,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 0",2,
693,veterinary doctor cover letter examples,pk,,,,,,,,,,,2021-11-30,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
694,veterinary doctor in meerut,pk,,,,,,,,,,,2023-07-04,,,"1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
695,veterinary doctor admission 2023,pk,,,,,,,,,,,2023-04-23,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
696,veterinary doctor salary in andhra pradesh,pk,,,,,,,,,,,2021-02-07,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
697,study for veterinary doctor,pk,,,,,,,,20,,,2020-09-29,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 2, 0, 0, 0, 0, 1, 0, 1",2,
698,doctor logo veterinary,pk,,,,,,,,,,,2025-08-18,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0",2,
699,best veterinary doctor in delhi,pk,,,,,,,,40,,,2020-01-14,,,"0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
700,veterinary doctor in kuwait,pk,,,,,,,,,,,2021-12-30,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
701,veterinary animal doctor,pk,,,,,,,,10,,,2017-12-30,,,"0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1",2,
702,cat veterinary doctor near me,pk,,,,,,,,40,,,2023-07-18,,,"0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0",1,
703,online animal doctor,pk,,,,,,,,30,,,2016-09-12,,,"3, 6, 13, 2, 3, 1, 3, 1, 3, 9, 0, 1, 4, 7, 2, 3, 3, 2, 0, 1, 7, 2, 2, 5",4,
704,indian veterinary doctor,pk,,,,,,,,10,,,2020-06-30,,,"0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
705,royal pets clinic lahore,pk,,,,,,,,,,,2022-10-30,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
706,veterinary medical doctor,pk,,,,,,,,30,,,2020-07-19,,,"1, 0, 1, 2, 0, 0, 0, 0, 0, 2, 1, 1, 1, 8, 1, 2, 2, 3, 3, 2, 5, 2, 4, 3",4,
707,doctor of veterinary medicine meaning,pk,,,,,,,,,,,2020-10-16,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
708,sample veterinary doctor visiting card,pk,,,,,,,,,,,2025-05-29,,,"0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 11, 7, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
709,veterinary doctor degree name in india,pk,,,,,,,,10,,,2020-11-24,,,"0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
710,veterinary doctor govt job salary,pk,,,,,,,,10,,,2023-10-06,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0",1,
711,animal doctor images,pk,,,,,,,,10,,,2021-02-14,,,"0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 2, 1, 0, 0, 1, 0, 0, 0",1,
712,animal goat doctor near me,pk,,,,,,,,,,,2025-06-02,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 1, 0",2,
713,animal doctor called as,pk,,,,,,,,20,,,2021-11-08,,,"1, 2, 2, 3, 2, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
714,degree for veterinary doctor,pk,,,,,,,,30,,,2020-07-14,,,"1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1",2,
715,does veterinary doctor need neet,pk,,,,,,,,100,,,2025-05-23,,,"0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0",1,
716,animal doctor are called,pk,,,,,,,,30,,,2020-03-16,,,"1, 1, 4, 2, 5, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 4, 1, 2, 3, 3, 2, 2",3,
717,who is animal doctor,pk,,,,,,,,10,,,2023-11-13,,,"0, 1, 3, 0, 0, 0, 1, 1, 1, 1, 3, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0",1,
718,veterinary doctor number near me,pk,,,,,,,,10,,,2022-07-15,,,"0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3, 0, 0, 0, 0, 2, 3, 2, 0",3,
719,animal doctor helpline number near me,pk,,,,,,,,30,,,2024-04-17,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0",1,
720,who is the best veterinary doctor in the world,pk,,,,,,,,20,,,2022-12-11,,,"4, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2",2,
721,starting salary of veterinary doctor in india,pk,,,,,,,,20,,,2023-03-24,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
722,animal doctor islamabad,pk,,,,,,,,,,,2022-07-14,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
723,veterinary doctor phone number,pk,,,,,,,,20,,,2020-07-28,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 1, 3, 0, 1, 1, 1",2,
724,veterinary doctor treating cow,pk,,,,,,,,70,,,2025-10-03,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4, 1, 10, 18, 8, 5, 2",6,
725,symbol for veterinary doctor,pk,,,,,,,,,,,2021-03-11,,,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
726,animal doctor film,pk,,,,,,,,,,,2020-12-27,,,"0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,
